"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	900	864	"ROOT"
"2"	1	2	888	864	"Genetic"
"3"	1	3	884	864	"Genetic"
"4"	1	4	884	864	"Genetic"
"5"	4	5	883	864	"Genetic"
"6"	1	6	882	864	"Genetic"
"7"	1	7	882	864	"Genetic"
"8"	5	8	881	864	"Genetic"
"9"	4	9	880	864	"Genetic"
"10"	4	10	880	864	"Genetic"
"11"	6	11	880	864	"Genetic"
"12"	6	12	880	864	"Genetic"
"13"	6	13	880	864	"Genetic"
"14"	6	14	880	864	"Genetic"
"15"	7	15	880	864	"Genetic"
"16"	7	16	880	864	"Genetic"
"17"	7	17	880	864	"Genetic"
"18"	8	18	880	864	"Genetic"
"19"	8	19	880	864	"Genetic"
"20"	15	20	879	864	"Genetic"
"21"	6	21	878	864	"Genetic"
"22"	6	22	878	864	"Genetic"
"23"	20	23	878	864	"Genetic"
"24"	14	24	877	864	"Genetic"
"25"	21	25	877	864	"Genetic"
"26"	22	26	877	864	"Genetic"
"27"	22	27	877	864	"Genetic"
"28"	22	28	877	864	"Genetic"
"29"	15	29	876	864	"Genetic"
"30"	15	30	876	864	"Genetic"
"31"	15	31	876	864	"Genetic"
"32"	15	32	876	864	"Genetic"
"33"	19	33	876	864	"Genetic"
"34"	22	34	876	864	"Genetic"
"35"	22	35	876	864	"Genetic"
"36"	25	36	876	864	"Genetic"
"37"	27	37	876	864	"Genetic"
"38"	2	38	875	864	"Genetic"
"39"	22	39	875	864	"Genetic"
"40"	25	40	875	864	"Genetic"
"41"	28	41	875	864	"Genetic"
"42"	19	42	874	864	"Genetic"
"43"	29	43	874	864	"Genetic"
"44"	37	44	874	864	"Genetic"
"45"	19	45	873	864	"Genetic"
"46"	22	46	873	864	"Genetic"
"47"	22	47	873	864	"Genetic"
"48"	22	48	873	864	"Genetic"
"49"	37	49	873	864	"Genetic"
"50"	38	50	873	864	"Genetic"
"51"	43	51	873	864	"Genetic"
"52"	2	52	872	864	"Genetic"
"53"	14	53	872	864	"Genetic"
"54"	29	54	872	864	"Genetic"
"55"	29	55	872	864	"Genetic"
